restaurant_id,restaurant_name_en,restaurant_name_th,extracted_location,playCount,diggCount,shareCount,tiktok_post_count,gmaps_reviews_scraped,gmaps_avg_rating_scraped,wongnai_rating,wongnai_reviews,facebook_likes
33,Audrey Cafe Thonglor Soi 11,ออเดรย์ คาเฟ่ ทองหล่อ ซ.11,Thonglor,0.0,0.0,0.0,0.0,5.0,3.2,,,
34,,ราง มาฮาล รูฟท็อป,Bangkok,0.0,0.0,0.0,0.0,,,,,
168,Attico Cucina Italiana Radisson Blu Plaza Bangkok,แอทติโก้ โรงแรม เรดิสัน บลู พลาซ่า กรุงเทพฯ,Asok,0.0,0.0,0.0,0.0,5.0,4.4,,,
220,The Living Room at Sheraton Grande Sukhumvit A Luxury Collection Hotel,The Living Room at Sheraton Grande Sukhumvit A Luxury Collection Hotel,Asok,0.0,0.0,0.0,0.0,5.0,5.0,,,
222,Rain Tree Cafe at The Athenee Hotel,เรน ทรี คาเฟ่ ดิ แอทธินี โฮเทล แบงค็อก,Ploenchit,0.0,0.0,0.0,0.0,5.0,5.0,,,6.0
238,,Hungry Hub Test Booking 01,Bangkok,0.0,0.0,0.0,0.0,,,,,
257,,Demo Accounts,Bangkok,0.0,0.0,0.0,0.0,,,,,
273,Skyline at Avani+ Riverside Bangkok Hotel,สกายไลน์ โรงแรมอวานี พลัส ริเวอร์ไซด์ กรุงเทพฯ,Thonburi,0.0,0.0,0.0,0.0,10.0,4.7,,,
280,Vertigo Rooftop Banyan Tree,เวอร์ทิโก้ รูฟท็อป โรงแรมบันยันทรี,Sathon,0.0,0.0,0.0,0.0,5.0,4.2,,,
370,Orchid Cafe at Sheraton Grande Sukhumvit A Luxury Collection Hotel,Orchid Cafe at Sheraton Grande Sukhumvit A Luxury Collection Hotel,Asok,0.0,0.0,0.0,1.0,5.0,3.4,,,
373,,Demo Basic Free Reservation,Bangkok,0.0,0.0,0.0,0.0,,,,,
423,,ออเดรย์ คาเฟ่ สยามเซ็นเตอร์,Bangkok,0.0,0.0,0.0,0.0,,,,,
424,,ออเดรย์ คาเฟ่ เซ็นทรัลเอ็มบาสซี,Bangkok,0.0,0.0,0.0,0.0,,,,,
425,Audrey Cafe EmQuartier,ออเดรย์ คาเฟ่ เอ็มควอเทียร์,Phrom Phong,0.0,0.0,0.0,0.0,5.0,4.2,,,
426,Audrey Cafe Central Ladprao,ออเดรย์ คาเฟ่ เซ็นทรัล ลาดพร้าว,Ladprao,0.0,0.0,0.0,0.0,5.0,2.4,,,
447,Up & Above Restaurant and Bar (Rooftop) at The Okura Prestige Bangkok,Up & Above Restaurant and Bar (Rooftop) at The Okura Prestige Bangkok,Chidlom,0.0,0.0,0.0,0.0,5.0,5.0,,,
554,,ออเดรย์ คาเฟ่ สเปลล์ฟิวเจอร์ปาร์ค รังสิต,Bangkok,0.0,0.0,0.0,0.0,,,,,
565,Bai Yun Banyan Tree Bangkok,ห้องอาหารไบยุนโรงแรมบันยันทรี,Rajdamri,0.0,0.0,0.0,0.0,5.0,4.0,,,
598,Broccoli Revolution Sukhumvit 49,บรอกโคลี เรฟโวลูชั่น สุขุมวิท 49,Thonglor,0.0,0.0,0.0,0.0,5.0,3.2,,,
643,Mojjo Rooftop Lounge & Bar Skyview Hotel,โมจโจ รูฟท็อป เลาจน์ แอนด์ บาร์ Skyview Hotel,Phrom Phong,0.0,0.0,0.0,0.0,5.0,5.0,,,
668,Boon Tong Kee Seacon Square,บุญตงกี่ ซีคอนสแควร์,Bangkok,0.0,0.0,0.0,1.0,5.0,4.6,,,
680,Boon Tong Kee Central Pinklao,บุญตงกี่ เซ็นทรัลปิ่นเกล้า,Pinklao,0.0,0.0,0.0,1.0,5.0,5.0,,,
694,,ฮองมิน เซ็นทรัลบางนา,Bangkok,0.0,0.0,0.0,0.0,,,,,
701,Le Boeuf,เลอเบิฟ,Bangkok,0.0,0.0,0.0,0.0,15.0,3.466666666666667,,,
712,Vertigo TOO Banyan Tree,เวอร์ทิโก้ทู โรงแรมบันยันทรี,Sathon,0.0,0.0,0.0,0.0,5.0,4.2,,,
740,,ฮองมิน เอ็มบีเคเซ็นเตอร์,Bangkok,0.0,0.0,0.0,0.0,,,,,
741,,ฮองมิน บิ๊กซีลาดพร้าว,Bangkok,0.0,0.0,0.0,0.0,,,,,
742,,ฮองมิน ฟิวเจอร์พาร์ครังสิต,Bangkok,0.0,0.0,0.0,0.0,,,,,
743,,ฮองมิน แฟชั่นไอส์แลนด์,Bangkok,0.0,0.0,0.0,0.0,,,,,
744,,ฮองมิน เซ็นทรัลปิ่นเกล้า,Bangkok,0.0,0.0,0.0,0.0,,,,,
745,,ฮองมิน เมกาบางนา,Bangkok,0.0,0.0,0.0,0.0,,,,,
746,,ฮองมิน เดอะพาซิโอกาญจนาภิเษก,Bangkok,0.0,0.0,0.0,0.0,,,,,
753,Boon Tong Kee Sukhumvit 49,บุญตงกี่ สุขุมวิท 49,Phrom Phong,0.0,0.0,0.0,1.0,5.0,4.6,,,
763,Cantina Wine Bar & Italian Kitchen,แคนทีนา ไวน์บาร์ แอนด์ อิตาเลียน คิทเช่น,Ari,0.0,0.0,0.0,0.0,5.0,4.8,,,
781,Miche Boulangerie and Coffee Bar,มิเช่ บูลางเจอรี่ แอนด์ คอฟฟี่ บาร์,Thonglor,0.0,0.0,0.0,0.0,5.0,3.4,,,
783,THINK Cafe @ The BLOC,ธิงค์ คาเฟ่ @เดอะบล็อก,Taling Chan,0.0,0.0,0.0,0.0,5.0,4.4,,,
788,,โตไก เจแปนนิสเรสเตอรอง ประสานมิตร,Bangkok,0.0,0.0,0.0,0.0,,,,,
790,Barsu at Sheraton Grande Sukhumvit,บาร์สุ เชอราตัน แกรนด์ สุขุมวิท,Bangkok,0.0,0.0,0.0,1.0,40.0,4.525,,,
793,,โตไก เจแปนนิสเรสเตอรอง เทพารักษ์,Bangkok,0.0,0.0,0.0,0.0,,,,,
799,,โตไก เจแปนนิสเรสเตอรอง เอสพลานาดรัชดา,Bangkok,0.0,0.0,0.0,0.0,,,,,
800,,โตไก เจแปนนิสเรสเตอรอง เดอะเซอร์เคิลราชพฤกษ์,Bangkok,0.0,0.0,0.0,0.0,,,,,
801,,โตไก เจแปนนิสเรสเตอรอง เทอมินอล 21 อโศก,Bangkok,0.0,0.0,0.0,0.0,,,,,
802,,โตไก เจแปนนิสเรสเตอรอง เดอะพรอมานาด,Bangkok,0.0,0.0,0.0,0.0,,,,,
803,,โตไก เจแปนนิสเรสเตอรอง เมกาบางนา,Bangkok,0.0,0.0,0.0,0.0,,,,,
808,,เมดินี่ เดอะ คอนทิเน้นท์,Bangkok,0.0,0.0,0.0,0.0,,,,,
816,,รสดีเด็ด เดอะ สเต็กเฮ้าส์,Bangkok,0.0,0.0,0.0,0.0,,,,,
828,The Eatery at Four Points by Sheraton Bangkok Sukhumvit 15,ดิ อีทเทอรี่ โรงแรมโฟร์พอยท์ส บาย เชอราตัน สุขุทวิท 15,Nana,0.0,0.0,0.0,1.0,5.0,5.0,,,
835,Red Oven SO/ Bangkok,เร้ด โอเว่น โรงแรมโซ แบงคอก,Rama 4,0.0,0.0,0.0,0.0,,,,,
837,Copper Beyond Buffet The Sense Pinklao (Hungry Hub),Copper Beyond Buffet The Sense Pinklao (Hungry Hub),Pinklao,0.0,0.0,0.0,0.0,5.0,3.6,,,
843,Seafresh Riverside Buffet,ซีเฟรช ริเวอร์ไซด์ บุฟเฟ่ต์,Rama 3,0.0,0.0,0.0,0.0,5.0,3.8,,,
863,PAUL Bakery CentralWorld,พอล เบเกอรี่ เซ็นทรัลเวิลด์,Siam,0.0,0.0,0.0,0.0,5.0,3.8,,,
864,,พอล เบเกอรี่ เซ็นทรัลเอ็มบาสซี่,Bangkok,0.0,0.0,0.0,0.0,,,,,
865,,พอล เบเกอรี่ เมกาบางนา,Bangkok,0.0,0.0,0.0,0.0,,,,,
873,,ไพร์ม โรงแรมสกายวิว,Bangkok,0.0,0.0,0.0,0.0,,,,,
875,"Bistro M at Marriott Executive Apartments Sukhumvit Park, Bangkok","Bistro M at Marriott Executive Apartments Sukhumvit Park, Bangkok",Phrom Phong,0.0,0.0,0.0,0.0,5.0,4.6,,,
894,Romsai Banyan Tree Hotel,ร่มไทร บันยันทรี โฮเทล,Rajdamri,0.0,0.0,0.0,1.0,5.0,3.4,,,
895,,แคร็บ แอนด์ คลอว์ สยามพารากอน,Bangkok,0.0,0.0,0.0,0.0,,,,,
898,,ชาบูเดอแบร์ แอมพาร์ค จุฬา,Bangkok,0.0,0.0,0.0,0.0,,,,,
901,Brasserie 9,แบรสเซอรี่ ไนน์,Silom,0.0,0.0,0.0,1.0,5.0,4.8,,,
902,The Berkeley Dining Room,เดอะ เบอร์เคลีย์ ไดนิ่งรูม,Pratunaam,0.0,0.0,0.0,0.0,5.0,4.8,,,
911,Kisso at The Westin Grande Sukhumvit,คิสโสะ @ เดอะเวสทิน แกรนด์ สุขุมวิท,Asok,0.0,0.0,0.0,0.0,5.0,4.6,,,
915,Neta Grill Seacon Square Srinagarindra,เนตะ กริว ซีคอนสแควร์ ศรีนครินทร์,Srinakarin,0.0,0.0,0.0,0.0,5.0,4.2,,,
923,Boon Tong Kee The Up Rama 3,บุญตงกี่ ดิอัพพระราม 3,Sathu Pradit,0.0,0.0,0.0,1.0,5.0,5.0,,,
924,TORA Yakiniku x Café The City Connect ,โทระ ยากินิกุ เอ็กซ์ คาเฟ่ เดอะ ซิตี้ คอนเนค,Tha Phra,0.0,0.0,0.0,0.0,5.0,5.0,,,
928,The Mulberry Chinese Cuisine The Berkeley Hotel,เดอะ มัลเบอร์รี่ ไชนีส คูซีน เดอะ เบอร์เคลีย์ โฮเต็ล,Chidlom,0.0,0.0,0.0,0.0,5.0,4.8,,,
933,,Copper Beyond Buffet The Sense Pinklao,Bangkok,0.0,0.0,0.0,0.0,,,,,
945,Crave (Aloft Bangkok - Sukhumvit 11),เครฟ (โรงแรมอลอฟท์ กรุงเทพ - สุขุมวิท 11),Nana,0.0,0.0,0.0,1.0,5.0,4.2,,,
949,Amaya Food Gallery Amari Bangkok,อมาญา ฟู้ด แกลอรี่ โรงแรม อมารี กรุงเทพ,Pratunaam,0.0,0.0,0.0,0.0,5.0,5.0,,,
955,Krua Nai Noi Seafood,ครัวนายน้อย ซีฟู๊ด,Ngamwongwan,0.0,0.0,0.0,0.0,5.0,4.8,,,
979,,ไฮโซ รูฟท็อป บาร์ @ โรงเเรม โซ เเบงคอก,Bangkok,0.0,0.0,0.0,0.0,,,,,
982,Prince Cafe at Prince Palace Hotel Bangkok,ปรินซ์คาเฟ่ โรงแรมปรินซ์พาเลซ กรุงเทพ,Rama 4,0.0,0.0,0.0,0.0,5.0,4.4,,,
984,China Palace at Prince Palace Hotel Bangkok,ไชน่าพาเลซ โรงแรมปรินซ์พาเลซ กรุงเทพ,Bangkok,0.0,0.0,0.0,0.0,5.0,4.4,,,
997,Cafe Claire by Oriental Residence,คาเฟ่แคลร์,Ploenchit,0.0,0.0,0.0,0.0,5.0,5.0,,,
1000,Neta Grill Central Rama 2,เนตะ กริว เซ็นทรัลพระราม 2,Bangkok,0.0,0.0,0.0,0.0,5.0,5.0,,,
1003,Greenhouse Restaurant Avani Sukhumvit Bangkok,กรีนเฮ้าส์ โรงแรมอวานีสุขุมวิท,Phra Khanong,0.0,0.0,0.0,1.0,5.0,4.2,,,
1006,,เรือนเพชรสุกี้ เซ็นทรัลบางนา,Bangkok,0.0,0.0,0.0,0.0,,,,,
1007,Ruen Petch Suki Nonthaburi Bypass Road,เรือนเพชรสุกี้ ถนนเลี่ยงเมืองนนทบุรี (รัตนาธิเบศร์),Rattanathibet,0.0,0.0,0.0,0.0,5.0,4.8,,,
1008,,ทะเล อารีย์,Bangkok,0.0,0.0,0.0,0.0,,,,,
1016,,เลเทส เรซิพี แอนด์ เท็มโพ บาร์ แมสสานิน โรงแรมเลอ เมอริเดียน กรุงเทพ,Bangkok,0.0,0.0,0.0,0.0,,,,,
1023,The Emperor Montien Riverside Hotel,ดิ เอมเพอเรอร์ โรงแรม มณเฑียร ริเวอร์ไซด์,Rama 3,0.0,0.0,0.0,0.0,10.0,4.4,,,
1039,KBBQ Sukhumvit ,เคบีบีคิว สุขุมวิท,Asok,0.0,0.0,0.0,0.0,5.0,5.0,,,
1056,,ฟลาเมงโก สกาย บาร์ เอ็มควอเทียร์,Bangkok,0.0,0.0,0.0,0.0,,,,,
1058,,ชาบู สตรีท อุดมสุข ซอย 16,Bangkok,0.0,0.0,0.0,0.0,,,,,
1063,Boon Tong Kee Central Eastville,บุญตงกี่ เซ็นทรัล เฟสติวัล อีสต์วิลล์,Chokchai 4,0.0,0.0,0.0,1.0,5.0,5.0,,,
1065,Brewski Rooftop Sports Bar Radisson Blu Plaza Bangkok (Indoor),บรูสกี้ สปอร์ต บาร์ เรดิสัน บลู พลาซ่า กรุงเทพฯ,Phrom Phong,0.0,0.0,0.0,0.0,5.0,4.6,,,
1069,27 Bites Brasserie at Radisson Blu Plaza Bangkok,ทเวนตี้ เซเว่น ไบทส์ เรดิสัน บลู พลาซ่า บางกอก,Phrom Phong,0.0,0.0,0.0,1.0,5.0,3.8,,,
1075,Jaw Nuea Chokchai 4,จ้าวเนื้อ โชคชัย 4,Chokchai 4,0.0,0.0,0.0,1.0,,,,,
1142,,1826 มิกซ์โซโลจี แอนด์ รูฟท็อปบาร์ โรงแรมแรมแบรนดท์,Bangkok,0.0,0.0,0.0,0.0,,,,,
1146,Yao Rooftop Bar Bangkok Marriott Hotel The Surawongse,เย่า รูฟท็อป บาร์ แบงค็อก แมริออท สุรวงศ์,Silom,0.0,0.0,0.0,1.0,5.0,4.2,,,
1153,The Kitchen Table (Buffet) at W Bangkok Hotel ,The Kitchen Table (Buffet) at W Bangkok Hotel,Silom,0.0,0.0,0.0,0.0,5.0,4.4,,,
1157,Assembly Point Thonglor @ One One Hotel Bkk,อะเซมบลี พอยต์,Thonglor,0.0,0.0,0.0,0.0,5.0,2.4,,,
1159,Blue Sky Rooftop Bar Centara Grand at Central Plaza Ladprao,บลูสกาย รูฟท็อป บาร์ แอนด์ ไดนิ่ง เซ็นทาราแกรนด์ เซ็นทรัลลาดพร้าว,Ladprao,0.0,0.0,0.0,1.0,5.0,4.2,,,
1167,,โคเอ็น พรีเมี่ยม บุฟเฟ่ต์ I'm Park จุฬา,Bangkok,0.0,0.0,0.0,0.0,,,,,
1168,,โคเอ็น พรีเมี่ยม บุฟเฟ่ต์ เสนา เฟสท์,Bangkok,0.0,0.0,0.0,0.0,,,,,
1170,,โคเอ็น พรีเมี่ยม บุฟเฟ่ต์ เดอะ ไบรท์ พระราม 2,Bangkok,0.0,0.0,0.0,0.0,,,,,
1171,,โคเอ็น พรีเมี่ยม บุฟเฟ่ต์ เดอะวอล์ค เกษตร-นวมินทร์,Bangkok,0.0,0.0,0.0,0.0,,,,,
1178,Mexicano Restaurante Autentico,เม็กซิกาโน่ เรสตัวรองเต้ ออเธนติโก,Ekkamai,0.0,0.0,0.0,0.0,5.0,3.8,4.3,45.0,
1181,Saffron Cruise by Banyan Tree,แซฟฟรอน ครูซ บันยันทรี,Charoen Nakorn,0.0,0.0,0.0,0.0,5.0,4.2,4.5,16.0,
1184,Earw Thai Suki Boran The Crystal SB Ratchapruek,เอี่ยวไถ่ สุกี้โบราณ เดอะคริสตัลเอสบี ราชพฤกษ์,Ratchaphruek,0.0,0.0,0.0,0.0,5.0,3.4,,,
1189,,ซอส บาย เชฟ หว่อง,Bangkok,0.0,0.0,0.0,0.0,,,,,
1192,Man Ho Chinese Restaurant at JW Marriott Hotel,มาน โฮ โรงแรมเจดับบลิว แมริออท กรุงเทพฯ,Nana,0.0,0.0,0.0,0.0,5.0,5.0,,,
1198,Red Sky Rooftop & Bar 56th Floor,เรดสกายบาร์ ชั้น 56,Bangkok,0.0,0.0,0.0,0.0,5.0,5.0,,,
1220,,บ้านและเกสร,Bangkok,0.0,0.0,0.0,0.0,,,,,
1235,You&I Premium Suki Buffet Mega Bangna,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เมกาบางนา,Bangkok,0.0,0.0,0.0,0.0,5.0,3.0,,,
1236,You&I Premium Suki Buffet Central Westgate,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เซ็นทรัลเวสต์เกต,Nonthaburi,0.0,0.0,0.0,0.0,20.0,3.45,,,
1238,You&I Premium Suki Buffet Central Eastville,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เซ็นทรัลอีสวิลล์,Kaset Nawamin,0.0,0.0,0.0,0.0,10.0,4.6,,,
1239,You&I Premium Suki Buffet Zpell Future Park Rangsit ,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ สเปลล์ฟิวเจอร์พาร์ค รังสิต,Rangsit,0.0,0.0,0.0,0.0,5.0,4.2,,,
1242,Earw Thai Suki Boran Central Plaza Rama 3,เอี่ยวไถ่ สุกี้โบราณ เซ็นทรัล พระราม 3,Bangkok,0.0,0.0,0.0,0.0,5.0,4.6,,,
1243,,เอี่ยวไถ่ สุกี้โบราณ เซ็นทรัลเวิลด์,Bangkok,0.0,0.0,0.0,0.0,,,,,
1244,Earw Thai Suki Boran Central Plaza WestGate,เอี่ยวไถ่ สุกี้โบราณ เซ็นทรัล พลาซ่า เวสต์เกต,Bangkok,0.0,0.0,0.0,0.0,5.0,3.6,,,
1245,,เอี่ยวไถ่ สุกี้โบราณ เมกาบางนา,Bangkok,0.0,0.0,0.0,0.0,,,,,
1246,Earw Thai Suki Boran Seacon Square Srinagarindra,เอี่ยวไถ่ สุกี้โบราณ ซีคอนสแควร์ ศรีนครินทร์,On Nut,0.0,0.0,0.0,0.0,5.0,2.8,,,
1259,Earw Thai Suki Boran K Village,เอี่ยวไถ่ สุกี้โบราณ เค วิลเลจ,Thonglor,0.0,0.0,0.0,0.0,15.0,4.4,,,
1296,Chowpati Indian Street Food Bangkok,ชาวพาติ อินเดียน สตรีทฟู้ด,Nana,0.0,0.0,0.0,0.0,5.0,4.8,,,
1318,,ซูกุ ซูกุ ซูชิ,Bangkok,0.0,0.0,0.0,0.0,,,,,
1336,You&I Premium Suki Buffet Samyan Mitrtown,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ สามย่านมิตรทาวน์,Sam Yan,0.0,0.0,0.0,0.0,,,,,
1337,You&I Premium Suki Buffet The Nine Center,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เดอะไนน์เซ็นเตอร์พระราม 9,Phatthanakan,0.0,0.0,0.0,0.0,5.0,3.6,4.2,,
1350,VANIDA Bangkok,วนิดาแบงค็อก,Charoen Krung,532693.0,34473.0,1653.0,20.0,5.0,5.0,4.1,144.0,
1352,,Hungry Hub Test Malaysia,Bangkok,0.0,0.0,0.0,0.0,,,,,
1353,Kuang Seafood Ratchada,กวง ซีฟู๊ด รัชดา,Ratchada,0.0,0.0,0.0,0.0,5.0,4.8,,,
1361,,Restaurant DEMO,Bangkok,0.0,0.0,0.0,0.0,,,,,
1363,,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ แฟชั่นไอส์แลนด์,Bangkok,0.0,0.0,0.0,0.0,,,,,
1364,You&I Premium Suki Buffet The Mall Bangkae,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เดอะมอลล์บางแค,Bangkok,0.0,0.0,0.0,0.0,5.0,4.0,,,
1365,You&I Premium Suki Buffet The EmQuartier,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เอ็มควอเทียร์,Phrom Phong,0.0,0.0,0.0,0.0,5.0,2.4,,,
1382,,คิงคอง ยากินิกุ บุฟเฟ่ต์ เอกมัย,Bangkok,0.0,0.0,0.0,0.0,,,,,
1383,,คิงคอง ยากินิกุ บุฟเฟ่ต์ สายไหม,Bangkok,0.0,0.0,0.0,0.0,,,,,
1384,,คิงคอง ยากินิกุ บุฟเฟ่ต์ ยูไนเต็ด ทาวเวอร์ สีลม,Bangkok,0.0,0.0,0.0,0.0,,,,,
1401,,บัดส์ไอศกรีม สาธุประดิษฐ์ ซอย 6,Bangkok,0.0,0.0,0.0,0.0,,,,,
1410,You&I Premium Suki Buffet The Crystal Ratchapruek,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เดอะคริสตัลราชพฤกษ์,Ratchaphruek,0.0,0.0,0.0,0.0,5.0,5.0,,,
1411,,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เดอะวอล์คเกษตรนวมินทร์,Bangkok,0.0,0.0,0.0,0.0,,,,,
1420,,Demo Premium Reservation,Bangkok,0.0,0.0,0.0,0.0,,,,,
1421,,Copper Beyond Booking Special Package,Bangkok,0.0,0.0,0.0,0.0,,,,,
1422,Oaker Steak,โอ๊คเกอร์ สเต็ก,Tha Phra,0.0,0.0,0.0,0.0,5.0,4.6,,,
1433,The Seafood Cafe & Restaurant,เดอะ ซีฟู้ด คาเฟ่ แอนด์ เรสเตอรองท์,Bangkok,0.0,0.0,0.0,0.0,5.0,4.8,4.4,44.0,
1448,,ไคเชน คาเฟ่ (เกษตรนวมินทร์),Bangkok,0.0,0.0,0.0,0.0,,,,,
1456,test,เทส,Bangkok,346600000.0,30637800.0,1270329.0,20.0,5.0,5.0,3.9,11.0,
1457,The House of Smooth Curry - The Athenee Hotel,เดอะ เฮาส์ ออฟ สมูท เคอร์รี่ - โรงแรม ดิ แอทธินี,Chidlom,0.0,0.0,0.0,0.0,5.0,5.0,,,
1458,The Silk Road - The Athenee Hotel,เดอะซิลค์ โร้ด @ โรงแรม ดิ แอทธินี,Ploenchit,0.0,0.0,0.0,0.0,5.0,5.0,,,
1459,,การ์เน่,Bangkok,0.0,0.0,0.0,0.0,,,,,
1483,Praya Kitchen Bangkok Marriott Hotel The Surawongse,พระยา คิทเช่น แบงค็อกแมริออท เดอะ สุรวงศ์,Silom,0.0,0.0,0.0,1.0,5.0,4.4,,,
1487,Benares Modern Indian Cuisine Bangkok,เบนาเรส โมเดิร์น อินเดียน คูซีน แบงค็อก,Bangkok,0.0,0.0,0.0,0.0,5.0,5.0,4.5,17.0,
1538,Thara Thong Royal Orchid Sheraton,ธาราทอง โรงแรม รอยัล ออคิด เชอราตัน,Charoen Krung,0.0,0.0,0.0,0.0,,,,,
1545,Paii at The House on Sathorn,พาย @ เดอะเฮาส์ออนสาทร,Silom,0.0,0.0,0.0,0.0,5.0,5.0,,,
1546,,ออร์ก้า เบเกอร์ แอนด์ บุชเชอร์ ลาซาลอเวนิว,Bangkok,0.0,0.0,0.0,0.0,,,,,
1552,,ดิ แอลเลียม แบงค็อก @ ดิ แอทธินี โฮเทล แบงค็อก,Bangkok,0.0,0.0,0.0,0.0,,,,,
1559,Zest Bar & Terrace @ The Westin Grande Sukhumvit,เซสท์ บาร์ แอนด์ เทอเรส @ เดอะเวสทิน แกรนด์ สุขุมวิท,Asok,0.0,0.0,0.0,0.0,5.0,5.0,,,
1560,La Tavola Renaissance Bangkok,ลา ทาโวล่า โรงแรมเรเนซองซ์ กรุงเทพฯ,Chidlom,0.0,0.0,0.0,0.0,5.0,4.2,,,
1561,The Bakery at The Athenee Hotel,เดอะ เบเกอรี่ @ ดิ แอทธินี โฮเทล,Ploenchit,0.0,0.0,0.0,1.0,5.0,5.0,,,
1572,,Vela Rooftop Sanampao,Bangkok,0.0,0.0,0.0,0.0,,,,,
1573,,เดอะ คอกเคิล ซีฟู้ด,Bangkok,0.0,0.0,0.0,0.0,,,,,
1579,SEEN Rooftop Avani Riverside,ซีน เรสเตอรอง แอนด์ บาร์,Thonburi,0.0,0.0,0.0,0.0,5.0,4.4,,,
1582,Benihana at Riverside Plaza,เบนิฮานา ริเวอร์ไซด์ พลาซ่า,Charoen Nakorn,0.0,0.0,0.0,0.0,5.0,4.2,,,
1584,,มโนราห์ ครุยส์,Bangkok,0.0,0.0,0.0,0.0,,,,,
1594,Flavors at Renaissance Bangkok,เฟลเวอร์ส โรงแรมเรเนซองส์ กรุงเทพฯ,Chidlom,0.0,0.0,0.0,0.0,5.0,4.6,,,
1604,,Beach Grill at Le Meridien Khao Lak Resort & Spa (พังงา),Bangkok,0.0,0.0,0.0,0.0,,,,,
1613,Moom Muum Park Terminal 21 Asok,มูมมาม พาร์ค เทอมินอล 21 อโศก,Bangkok,0.0,0.0,0.0,0.0,5.0,4.4,,,
1617,,เอบาร์ รูฟท็อป แบงค็อก แมริออท มาร์คีส์ ควีนส์ ปาร์ค,Bangkok,0.0,0.0,0.0,0.0,,,,,
1622,Panorama Crowne Plaza Bangkok Lumpini Park,ห้องอาหาร พาโนรามา โรงแรมคราวน์ พลาซ่า กรุงเทพฯ ลุมพินี พาร์ค,Rama 4,0.0,0.0,0.0,1.0,10.0,4.2,3.9,59.0,
1625,Takieng at Renaissance Resort & Spa (Phuket),ตะเกียง โรงแรมเรเนซองส์ รีสอร์ท แอนด์ สปา (ภูเก็ต),Bangkok,0.0,0.0,0.0,0.0,5.0,4.6,,,
1629,Skyview Hotel Sukhumvit Soi 24 Staycation ,โรงแรมสกายวิว สุขุมวิท 24 สเตเคชั่น,Phrom Phong,0.0,0.0,0.0,0.0,5.0,4.2,,,
1639,,ชาวเล คิทเช่น โรงแรมโฟร์พอยท์ส บาย เชอราตัน ภูเก็ต ป่าตอง บีช รีสอร์ท (ภูเก็ต),Bangkok,0.0,0.0,0.0,0.0,,,,,
1641,,แกงป่าอาหารไทย รามคำแหง 24,Bangkok,0.0,0.0,0.0,0.0,,,,,
1646,,ภัตตาคาร แวร์ซาย พาเลซ รัตนาธิเบศร์,Bangkok,0.0,0.0,0.0,0.0,,,,,
1648,Rossini's at Sheraton Grande Sukhumvit A Luxury Collection Hotel,Rossini's at Sheraton Grande Sukhumvit A Luxury Collection Hotel,Asok,0.0,0.0,0.0,1.0,5.0,4.2,,,
1650,,แสนแซ่บ สยามพารากอน,Bangkok,0.0,0.0,0.0,0.0,,,,,
1656,Fallabella River Front Iconsiam,ฟาลาเบลล่า ริเวอร์ ฟร้อนท์ ไอคอนสยาม,Bangkok,0.0,0.0,0.0,1.0,5.0,4.2,3.8,62.0,
1659,,ซูชิ เซกิ สยามพารากอน (ชั้น 5),Bangkok,0.0,0.0,0.0,0.0,,,,,
1661,,ซูชิ เซกิ เอ็มควอเทียร์,Bangkok,0.0,0.0,0.0,0.0,,,,,
1664,,เดอะ คอฟฟี่ คลับ ซัมเมอร์ฮิลล์พระโขนง,Bangkok,0.0,0.0,0.0,0.0,,,,,
1666,The Coffee Club Singha Complex,เดอะ คอฟฟี่ คลับ สิงห์คอมเพล็กซ์,Ratchada,0.0,0.0,0.0,0.0,5.0,5.0,3.9,43.0,
1667,The Coffee Club Wireless Road,เดอะ คอฟฟี่ คลับ ถนนวิทยุ,Ploenchit,0.0,0.0,0.0,0.0,5.0,3.4,,,
1671,The Coffee Club Maitria Hotel,เดอะ คอฟฟี่ คลับ โรงแรมมายเทรียณ์ สุขุมวิท 18,Phrom Phong,0.0,0.0,0.0,0.0,5.0,5.0,3.9,24.0,
1672,,ฮวากู่ อาหารจีนกวางตุ้ง สูตรโบราณ (ภูเก็ต),Bangkok,0.0,0.0,0.0,0.0,,,,,
1673,SOSHI So/ Bangkok,โซชิ @ โรงเเรม โซ เเบงคอก,Rama 4,0.0,0.0,0.0,0.0,,,,,
1678,,ซีซอลท์ แอน กริลล์ (ภูเก็ต),Bangkok,0.0,0.0,0.0,0.0,,,,,
