restaurant_id,restaurant_name_en,restaurant_name_th,extracted_location,phone_number,total_revenue,total_bookings,total_guests,avg_revenue_per_booking,no_show_rate,searchString,gmaps_reviews_scraped,gmaps_avg_rating_scraped,playCount,diggCount,shareCount,tiktok_post_count,master_index,wongnai_rating,wongnai_reviews,facebook_likes,facebook_followers,tripadvisor_rating,tripadvisor_rank,raw_engagement,log_engagement,momentum_score,log_revenue,log_bookings,internal_score,reliability,external_quality_score,stability_score,final_priority_score,validation_status
2001,The Dining Room at Grand Hyatt Erawan,เดอะ ไดนิ่ง รูม โรงแรม แกรนด์ ไฮแอท เอราวัณ,Ratchaprasong,922258606,1053056410.0,15765.0,65526.0,66797.10815096734,0.0039961941008563,The Dining Room at Grand Hyatt Erawan Ratchaprasong Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,258,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,20.774962640363242,9.665611001619853,83.7932513501555,0.0,0.0,41.89662567507775,73.44669829719327,Cash Cow
837,Copper Beyond Buffet The Sense Pinklao (Hungry Hub),Copper Beyond Buffet The Sense Pinklao (Hungry Hub),Pinklao,922811818,17670523726.71,366020.0,1210522.0,48277.481358149824,0.0003005300256816,Copper Beyond Buffet The Sense Pinklao (Hungry Hub) Pinklao Bangkok,0.0,0.0,4745965.0,146747.0,60676.0,42.0,48,0.0,0.0,0.0,0,0,0,497586.65,13.117527000967275,83.77771823497689,23.59516376221116,12.810445987786684,97.80954861620465,0.0,0.0,48.904774308102326,73.31583505691451,Cash Cow
1433,The Seafood Cafe & Restaurant,เดอะ ซีฟู้ด คาเฟ่ แอนด์ เรสเตอรองท์,Bangkok,934232999,407343280.0,11135.0,33672.0,36582.24337674001,0.0176919622810956,The Seafood Cafe & Restaurant Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,133,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,19.825166830169767,9.317938382574201,80.09816246089854,0.0,0.0,40.04908123044927,72.89243496380472,Cash Cow
3632,The Vue Bar Rooftop at Mercure Bangkok Sukhumvit 24 ,The Vue Bar Rooftop at Mercure Bangkok Sukhumvit 24,Phrom Phong,804690408,249928392.0,10072.0,21567.0,24814.177124702142,0.0099285146942017,The Vue Bar Rooftop at Mercure Bangkok Sukhumvit 24  Phrom Phong Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,878,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,19.336685006798188,9.21761385594268,78.3108840089745,0.0,0.0,39.15544200448725,72.62434319601611,Viral Hit
2022,The Sky 32 at Grande CentrePoint Hotel (Pattaya),The Sky 32 at Grande CentrePoint Hotel (Pattaya),Bangkok,6633125488,255953000.0,9388.0,24420.0,27263.847464848743,0.0161908819769919,The Sky 32 at Grande CentrePoint Hotel (Pattaya) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,270,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,19.36050439574541,9.147294070258548,78.28963868889667,0.0,0.0,39.14481934444834,72.62115639800443,Viral Hit
2773,The Continent Hotel Staycation,The Continent Hotel Staycation,Asok,26867000,318172500.0,5624.0,11383.0,56574.05761024182,0.0012446657183499,The Continent Hotel Staycation Asok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,497,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,19.578104249643236,8.63497622707262,78.28303091300066,0.0,0.0,39.14151545650033,72.62016523162004,Viral Hit
1153,The Kitchen Table (Buffet) at W Bangkok Hotel ,The Kitchen Table (Buffet) at W Bangkok Hotel,Silom,23444210,120722076.0,6693.0,24061.0,18037.06499327656,0.0094128193635141,The Kitchen Table (Buffet) at W Bangkok Hotel  Silom Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,89,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,18.609001577378578,8.808966881771273,75.27484726834791,0.0,0.0,37.637423634173956,72.16893768492213,Viral Hit
3949,The Siam Tea Room (Asiatique the Riverfront Branch),เดอะ สยาม ที รูม (เอเชียทีค เดอะริเวอร์ฟร้อนท์),Bangkok,20595999,90745860.0,4503.0,14307.0,20152.31179213857,0.0257606040417499,The Siam Tea Room (Asiatique the Riverfront Branch) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1109,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,18.323573421253695,8.412721169819527,73.74391952852214,0.0,0.0,36.87195976426107,71.93929852394825,Viral Hit
447,Up & Above Restaurant and Bar (Rooftop) at The Okura Prestige Bangkok,Up & Above Restaurant and Bar (Rooftop) at The Okura Prestige Bangkok,Chidlom,26879100,18010890.0,535.0,1356.0,33665.214953271025,0.016822429906542,Up & Above Restaurant and Bar (Rooftop) at The Okura Prestige Bangkok Chidlom Bangkok,0.0,0.0,7435658.0,609517.0,80440.0,42.0,15,0.0,0.0,0.0,0,0,0,1086073.58,13.898080451151214,88.7628794633111,16.706487188443685,6.284134161070802,65.23814780425751,0.0,0.0,32.619073902128754,71.91973779495639,Viral Hit
6017,The Emerald Coffee Shop  | The Emerald Hotel,ดิเอมเมอรัลด์ ค็อฟฟี่ช็อพ โรงแรมดิ เอมเมอรัลด์,Ratchada,22764567,100523380.0,2746.0,8157.0,36607.20320466133,0.0582665695557174,The Emerald Coffee Shop  | The Emerald Hotel Ratchada Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,2883,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,18.42590090517151,7.918264686095274,73.37541074454859,0.0,0.0,36.687705372274294,71.88402220635223,Viral Hit
4140,The Pasta Apartment Silom,เดอะ พาสต้า อะพาร์ตเมนต์ สีลม,Silom,636539274,70275960.0,5989.0,12255.0,11734.172649858074,0.0010018367006177,The Pasta Apartment Silom Silom Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1261,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,18.067940349512178,8.697846691109495,73.29519349335273,0.0,0.0,36.64759674667636,71.87198961867284,Viral Hit
902,The Berkeley Dining Room,เดอะ เบอร์เคลีย์ ไดนิ่งรูม,Pratunaam,915454387,83651940.0,2830.0,7202.0,29558.989399293285,0.0176678445229682,The Berkeley Dining Room Pratunaam Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,59,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,18.242175188953365,7.9483852851118995,72.80097997774136,0.0,0.0,36.40048998887068,71.79785759133114,Viral Hit
928,The Mulberry Chinese Cuisine The Berkeley Hotel,เดอะ มัลเบอร์รี่ ไชนีส คูซีน เดอะ เบอร์เคลีย์ โฮเต็ล,Chidlom,23099999,83974590.0,2564.0,9264.0,32751.40015600624,0.0109204368174727,The Mulberry Chinese Cuisine The Berkeley Hotel Chidlom Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,64,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,18.246024822953597,7.84971375760487,72.671718380804,0.0,0.0,36.335859190402,71.77846835179054,Viral Hit
1458,The Silk Road - The Athenee Hotel,เดอะซิลค์ โร้ด @ โรงแรม ดิ แอทธินี,Ploenchit,26508800,78141484.0,1439.0,6209.0,54302.62960389159,0.0034746351633078,The Silk Road - The Athenee Hotel Ploenchit Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,137,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,18.174031651761783,7.272398392570047,71.59757837565141,0.0,0.0,35.798789187825705,71.61734735101764,Viral Hit
4139,"The Sanctuary Resort Pattaya, BW Signature Collection Staycation (Pattaya)",แซงชัวรี รีสอร์ท พัทยา บีดับเบิลยู ซิกเนเจอร์คอลเลกชั่น (พัทยา),Bangkok,38197361,58783140.0,1219.0,2400.0,48222.428219852336,0.0016406890894175,"The Sanctuary Resort Pattaya, BW Signature Collection Staycation (Pattaya) Bangkok Bangkok",0.0,0.0,4994356.0,459955.0,62022.0,20.0,1260,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,17.889365654070406,7.106606137727303,70.40134765181179,0.0,0.0,35.200673825905895,71.43791274244171,Viral Hit
1023,The Emperor Montien Riverside Hotel,ดิ เอมเพอเรอร์ โรงแรม มณเฑียร ริเวอร์ไซด์,Rama 3,22922999,38531280.0,1276.0,4648.0,30196.92789968652,0.0634796238244514,The Emperor Montien Riverside Hotel Rama 3 Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,79,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,17.466980962870338,7.152268856032539,69.04674327999237,0.0,0.0,34.523371639996185,71.2347220866688,Viral Hit
5558,The Square at Novotel Bangkok Siam Square ,ห้องอาหาร เดอะ สแควร์ โรงแรมโนโวเทล กรุงเทพฯ สยามสแควร์,Siam,22098888,35849268.0,1099.0,3801.0,32619.898089171973,0.0309372156505914,The Square at Novotel Bangkok Siam Square  Siam Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,2487,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,17.394833734285974,7.003065458786462,68.58908848055786,0.0,0.0,34.29454424027893,71.1660738667536,Viral Hit
4992,The Crystal Grill House at Asiatique The Riverfront,เดอะ คริสตัล กริลล์ เฮ้าส์,Bangkok,20595999,33574210.0,1005.0,2475.0,33407.17412935323,0.0278606965174129,The Crystal Grill House at Asiatique The Riverfront Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,2002,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,17.329268800469755,6.913737350659685,68.23986234881053,0.0,0.0,34.11993117440527,71.11368994699151,Viral Hit
4635,Babette's The Steakhouse Bangkok,บาเบตต์ เดอะ สเต็กเฮ้าส์ กรุงเทพฯ,Chidlom,26304000,33753840.0,776.0,1711.0,43497.21649484536,0.0025773195876288,Babette's The Steakhouse Bangkok Chidlom Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1707,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,17.334604776214647,6.655440350367647,67.88554375976882,0.0,0.0,33.94277187988441,71.06054215863526,Viral Hit
5183,The Brasserie l Holiday Inn Bangkok Silom,เดอะ บราสเซอรี่ l ฮอลิเดย์ อินน์ กรุงเทพ สีลม,Silom,22074300,27011556.0,927.0,3531.0,29138.679611650485,0.0194174757281553,The Brasserie l Holiday Inn Bangkok Silom Silom Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,2173,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,17.11177536942392,6.833031732786201,67.39215108664807,0.0,0.0,33.696075543324035,70.98653325766715,Viral Hit
1684,The Coffee Club River City,เดอะ คอฟฟี่ คลับ ริเวอร์ซิตี้,Charoen Nakorn,954295074,20122990.0,1666.0,3895.0,12078.625450180072,0.0372148859543817,The Coffee Club River City Charoen Nakorn Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,177,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.81737355019899,7.418780882750794,67.24631635999403,0.0,0.0,33.62315817999701,70.96465804866904,Viral Hit
3681,The Salil Hotel Riverside - Bangkok Staycation,โรงแรม เดอะ สลิล ริเวอร์ไซด์ กรุงเทพ สเตเคชั่น,Charoen Krung,28448787,32809920.0,321.0,691.0,102211.58878504673,0.0031152647975077,The Salil Hotel Riverside - Bangkok Staycation Charoen Krung Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,913,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,17.306241497131886,5.7745515455444085,66.52060839836173,0.0,0.0,33.260304199180865,70.8558018544242,Viral Hit
4662,The White House Bangkok,เดอะ ไวท์ เฮาส์,Phrom Phong,976949898,19000332.0,1039.0,2115.0,18287.13378248316,0.0009624639076034,The White House Bangkok Phrom Phong Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1731,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.75996706329292,6.946975992135418,66.37329286084015,0.0,0.0,33.186646430420076,70.83370452379596,Viral Hit
4108,The Kites Eatery at INNSiDE by Meliá Bangkok Sukhumvit,The Kites Eatery at INNSiDE by Meliá Bangkok Sukhumvit,Bangkok,23405496,18813264.0,1016.0,2382.0,18516.99212598425,0.0009842519685039,The Kites Eatery at INNSiDE by Meliá Bangkok Sukhumvit Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1235,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.75007276409842,6.92461239604856,66.30778901471645,0.0,0.0,33.153894507358224,70.8238789468774,Viral Hit
3633,The Market Restaurant at Mercure Bangkok Sukhumvit 24 ,เดอะ มาร์เก็ต เรสเทอรองท์ เมอร์เคียว แบงค็อก สุขุมวิท 24,Phrom Phong,804690408,17599476.0,1182.0,4207.0,14889.573604060914,0.0380710659898477,The Market Restaurant at Mercure Bangkok Sukhumvit 24  Phrom Phong Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,879,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.683379743657763,7.075808863978387,66.30141798936322,0.0,0.0,33.15070899468161,70.82292329307441,Viral Hit
33,Audrey Cafe Thonglor Soi 11,ออเดรย์ คาเฟ่ ทองหล่อ ซ.11,Thonglor,27126667,186954192.0,8458.0,30518.0,22103.829746985102,0.0098131946086545,Audrey Cafe Thonglor Soi 11 Thonglor Bangkok,5.0,3.2,782412.0,30805.0,5588.0,42.0,0,0.0,0.0,0.0,0,0,0,66569.12,11.106011107206914,70.93076836704778,19.04637418759269,9.042986242304014,77.0829369331401,1.791759469228055,64.0,70.54146846657005,70.81397839690445,Viral Hit
1561,The Bakery at The Athenee Hotel,เดอะ เบเกอรี่ @ ดิ แอทธินี โฮเทล,Ploenchit,6.61E+11,14310800.0,1707.0,3647.0,8383.596953719976,0.0052724077328646,The Bakery at The Athenee Hotel Ploenchit Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,147,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.47652512480887,7.443078374348516,66.13511385589749,0.0,0.0,33.06755692794874,70.79797767305456,Viral Hit
3686,The Local Restaurant Don Mueang - Rangsit,เดอะ โลคอล ดอนเมือง - รังสิต,Rangsit,819375854,25779888.0,407.0,4615.0,63341.24815724816,0.0,The Local Restaurant Don Mueang - Rangsit Rangsit Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,918,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,17.06510524980274,6.0112671744041615,66.05086366430605,0.0,0.0,33.025431832153025,70.78534014431584,Viral Hit
6281,The Market@5 At Eastin Grand Phayathai Hotel Bangkok,เดอะ มาร์เก็ต แอท ไฟว์ แอท อีสติน แกรนด์ พญาไท โฮเทล แบงคอก,Ratchathewi,24832899,18029664.0,589.0,1756.0,30610.634974533103,0.0390492359932088,The Market@5 At Eastin Grand Phayathai Hotel Bangkok Ratchathewi Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3114,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.707529014862683,6.380122536899765,65.37999161553351,0.0,0.0,32.689995807766756,70.68470933699996,Viral Hit
5110,"The Standard Grill at The Standard, Bangkok Mahanakhon","The Standard Grill at The Standard, Bangkok Mahanakhon",Sathon,20858888,19001270.0,454.0,1213.0,41853.01762114537,0.0154185022026431,"The Standard Grill at The Standard, Bangkok Mahanakhon Sathon Bangkok",0.0,0.0,4994356.0,459955.0,62022.0,20.0,2118,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.760016429630202,6.12029741895095,65.1820336681115,0.0,0.0,32.59101683405575,70.65501564488666,Viral Hit
2434,The District Grill Room & Bar Bangkok Marriott Hotel Sukhumvit,เดอะดิสทริคท์กริลล์รูม แอนด์ บาร์ โรงแรม บางกอก มาริออท โฮเทล สุขุมวิท,Thonglor,27970131,19349520.0,376.0,1005.0,51461.48936170213,0.0345744680851063,The District Grill Room & Bar Bangkok Marriott Hotel Sukhumvit Thonglor Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,360,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.778178222611704,5.932245187448011,64.97208444221192,0.0,0.0,32.48604222110596,70.62352326100172,Viral Hit
828,The Eatery at Four Points by Sheraton Bangkok Sukhumvit 15,ดิ อีทเทอรี่ โรงแรมโฟร์พอยท์ส บาย เชอราตัน สุขุทวิท 15,Nana,23093000,4097316.0,449.0,950.0,9125.425389755012,0.0623608017817371,The Eatery at Four Points by Sheraton Bangkok Sukhumvit 15 Nana Bangkok,0.0,0.0,5618566.0,517476.0,78992.0,42.0,46,0.0,0.0,0.0,0,0,0,968621.66,13.783630403267747,88.03192126800083,15.225842927223884,6.1092475827643655,60.006920299285774,0.0,0.0,30.003460149642887,70.62338293249344,Viral Hit
1457,The House of Smooth Curry - The Athenee Hotel,เดอะ เฮาส์ ออฟ สมูท เคอร์รี่ - โรงแรม ดิ แอทธินี,Chidlom,947838565,15529836.0,477.0,1467.0,32557.30817610063,0.020964360587002,The House of Smooth Curry - The Athenee Hotel Chidlom Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,136,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.558273699255235,6.169610732491456,64.57467538284884,0.0,0.0,32.28733769142442,70.56391190209726,Viral Hit
2675,The Mayflower Restaurant at Dusit Princess Srinakarin,เดอะเมย์ฟลาวเวอร์ ดุสิต ปริ๊นเซส ศรีนครินทร์,Bangkok,815905769,15155230.0,438.0,1755.0,34600.98173515982,0.0,The Mayflower Restaurant at Dusit Princess Srinakarin Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,460,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.5338563108521,6.0844994130751715,64.36989939795409,0.0,0.0,32.18494969897704,70.53319550436305,Viral Hit
3076,The Coffee Club Riverside Plaza,เดอะ คอฟฟี่ คลับ ริเวอร์ไซส์ พลาซ่า,Thonburi,982509049,10630820.0,930.0,2118.0,11430.989247311829,0.0,The Coffee Club Riverside Plaza Thonburi Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,620,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.17926798157843,6.836259277277067,64.2609246130439,0.0,0.0,32.13046230652195,70.51684928662652,Viral Hit
1682,The Coffee Club Chatrium Sathorn Narathiwas 24,The Coffee Club Chatrium Sathorn Narathiwas 24,Sathu Pradit,66625916802,10188080.0,828.0,1926.0,12304.444444444443,0.0,The Coffee Club Chatrium Sathorn Narathiwas 24 Sathu Pradit Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,175,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.136729065579914,6.720220155135295,63.95063498495664,0.0,0.0,31.97531749247832,70.47030584241344,Viral Hit
3294,The Hub Cafe and Eatery,เดอะ ฮับ คาเฟ่ แอนด์ อีทเทอรี่,Bangkok,927897181,10591680.0,637.0,1501.0,16627.441130298273,0.0,The Hub Cafe and Eatery Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,732,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,16.17557943963591,6.45833828334479,63.70385354590839,0.0,0.0,31.851926772954194,70.43328862655619,Viral Hit
4692,The Karaked Sukhumvit 36,เดอะ การะเกด สุขุมวิท 36,Rama 4,617588223,7132270.0,1175.0,2368.0,6070.017021276596,0.0008510638297872,The Karaked Sukhumvit 36 Rama 4 Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1750,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,15.780140254999862,7.069874128458572,63.25541007679731,0.0,0.0,31.627705038398656,70.36602210618953,Viral Hit
3985,The Coral Cosmo Lounge Suvarnabhumi Airport,The Coral Cosmo Lounge Suvarnabhumi Airport,Suvarnabhumi,946646414,8481600.0,435.0,770.0,19497.93103448276,0.0275862068965517,The Coral Cosmo Lounge Suvarnabhumi Airport Suvarnabhumi Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1137,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,15.953409787117954,6.077642243349034,62.40806485575121,0.0,0.0,31.204032427875607,70.23892032303262,Viral Hit
1686,The Coffee Club Tha Maharaj,เดอะ คอฟฟี่ คลับ ท่ามหาราช,Siriraj,631989706,7201880.0,612.0,1388.0,11767.777777777776,0.0032679738562091,The Coffee Club Tha Maharaj Siriraj Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,179,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,15.789852799866445,6.418364935936212,62.349104169580315,0.0,0.0,31.174552084790157,70.23007622010698,Viral Hit
4283,The O.S.S by Jim Thompson,The O.S.S by Jim Thompson,Siam,851156321,8152644.0,368.0,1052.0,22153.92391304348,0.0081521739130434,The O.S.S by Jim Thompson Siam Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1385,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,15.91385297244267,5.910796644040527,62.034580292082076,0.0,0.0,31.017290146041038,70.18289763848225,Viral Hit
2201,The Coffee Club Samyan Mitrtown,เดอะ คอฟฟี่ คลับ สามย่านมิตรทาวน์,Sam Yan,922486906,6163390.0,578.0,1168.0,10663.304498269896,0.0,The Coffee Club Samyan Mitrtown Sam Yan Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,319,0.0,0.0,0.0,0,0,0,820008.56,13.61707127770906,86.96815799238563,15.634137671060296,6.361302477572996,61.74321876024022,0.0,0.0,30.87160938012011,70.13919340870596,Viral Hit
