restaurant_id,restaurant_name_en,restaurant_name_th,extracted_location,phone_number,total_revenue,total_bookings,total_guests,avg_revenue_per_booking,no_show_rate
33,Audrey Cafe Thonglor Soi 11,ออเดรย์ คาเฟ่ ทองหล่อ ซ.11,Thonglor,27126667,186954192.0,8458.0,30518.0,22103.829746985102,0.0098131946086545
34,,ราง มาฮาล รูฟท็อป,Bangkok,22617050,4753680.0,181.0,479.0,26263.42541436464,0.011049723756906
168,Attico Cucina Italiana Radisson Blu Plaza Bangkok,แอทติโก้ โรงแรม เรดิสัน บลู พลาซ่า กรุงเทพฯ,Asok,23023329,8298300.0,313.0,797.0,26512.140575079877,0.0127795527156549
220,The Living Room at Sheraton Grande Sukhumvit A Luxury Collection Hotel,The Living Room at Sheraton Grande Sukhumvit A Luxury Collection Hotel,Asok,26498353,18577420.0,326.0,1140.0,56985.9509202454,0.0061349693251533
222,Rain Tree Cafe at The Athenee Hotel,เรน ทรี คาเฟ่ ดิ แอทธินี โฮเทล แบงค็อก,Ploenchit,02-650-8800,536063802.0,10418.0,48243.0,51455.53868304857,0.0075830293722403
238,,Hungry Hub Test Booking 01,Bangkok,Test Package,14890.0,2.0,3.0,7445.0,0.0
257,,Demo Accounts,Bangkok,,61455.0,2.0,5.0,30727.5,0.0
273,Skyline at Avani+ Riverside Bangkok Hotel,สกายไลน์ โรงแรมอวานี พลัส ริเวอร์ไซด์ กรุงเทพฯ,Thonburi,655198426,23610220.0,517.0,1543.0,45667.73694390716,0.0058027079303675
280,Vertigo Rooftop Banyan Tree,เวอร์ทิโก้ รูฟท็อป โรงแรมบันยันทรี,Sathon,26791200,1349417435.0,19537.0,44873.0,69069.8385115422,0.0066028561191585
370,Orchid Cafe at Sheraton Grande Sukhumvit A Luxury Collection Hotel,Orchid Cafe at Sheraton Grande Sukhumvit A Luxury Collection Hotel,Asok,26498356,268068890.0,8416.0,26256.0,31852.292062737644,0.0317252851711026
373,,Demo Basic Free Reservation,Bangkok,,17000.0,2.0,4.0,8500.0,0.0
423,,ออเดรย์ คาเฟ่ สยามเซ็นเตอร์,Bangkok,26581545,124020204.0,7690.0,22598.0,16127.464759427829,0.0057217165149544
424,,ออเดรย์ คาเฟ่ เซ็นทรัลเอ็มบาสซี,Bangkok,21605876,25232540.0,1040.0,3778.0,24262.05769230769,0.0278846153846153
425,Audrey Cafe EmQuartier,ออเดรย์ คาเฟ่ เอ็มควอเทียร์,Phrom Phong,20036244,168529924.0,10550.0,34569.0,15974.40037914692,0.0100473933649289
426,Audrey Cafe Central Ladprao,ออเดรย์ คาเฟ่ เซ็นทรัล ลาดพร้าว,Ladprao,29371091,328577456.0,29743.0,75285.0,11047.219715563326,0.0041690481794035
447,Up & Above Restaurant and Bar (Rooftop) at The Okura Prestige Bangkok,Up & Above Restaurant and Bar (Rooftop) at The Okura Prestige Bangkok,Chidlom,26879100,18010890.0,535.0,1356.0,33665.214953271025,0.016822429906542
554,,ออเดรย์ คาเฟ่ สเปลล์ฟิวเจอร์ปาร์ค รังสิต,Bangkok,21509079,7019766.0,403.0,1152.0,17418.774193548386,0.0074441687344913
565,Bai Yun Banyan Tree Bangkok,ห้องอาหารไบยุนโรงแรมบันยันทรี,Rajdamri,26791200,128388880.0,3578.0,11892.0,35882.861934041364,0.0237562884292901
598,Broccoli Revolution Sukhumvit 49,บรอกโคลี เรฟโวลูชั่น สุขุมวิท 49,Thonglor,952519799,482880.0,38.0,109.0,12707.368421052632,0.0
643,Mojjo Rooftop Lounge & Bar Skyview Hotel,โมจโจ รูฟท็อป เลาจน์ แอนด์ บาร์ Skyview Hotel,Phrom Phong,20111111,614407780.0,11314.0,25979.0,54305.08926993106,0.0145837016086264
668,Boon Tong Kee Seacon Square,บุญตงกี่ ซีคอนสแควร์,Bangkok,20953083,95960240.0,6865.0,18476.0,13978.18499635834,0.0091769847050254
680,Boon Tong Kee Central Pinklao,บุญตงกี่ เซ็นทรัลปิ่นเกล้า,Pinklao,28826028,82534940.0,7690.0,22066.0,10732.762028608582,0.0117035110533159
694,,ฮองมิน เซ็นทรัลบางนา,Bangkok,23985212,35006850.0,1727.0,6304.0,20270.32426172553,0.0098436595251881
701,Le Boeuf,เลอเบิฟ,Bangkok,948969038,10160790.0,433.0,1100.0,23466.027713625863,0.0300230946882217
712,Vertigo TOO Banyan Tree,เวอร์ทิโก้ทู โรงแรมบันยันทรี,Sathon,26791200,1420502335.0,45559.0,105709.0,31179.40110625782,0.002919291468206
740,,ฮองมิน เอ็มบีเคเซ็นเตอร์,Bangkok,28539492,56470900.0,2393.0,7450.0,23598.370246552444,0.0171333054743
741,,ฮองมิน บิ๊กซีลาดพร้าว,Bangkok,29388177,30619350.0,1393.0,4354.0,21980.868628858578,0.0064608758076094
742,,ฮองมิน ฟิวเจอร์พาร์ครังสิต,Bangkok,29586273,51160800.0,2121.0,8220.0,24121.07496463932,0.0094295143800094
743,,ฮองมิน แฟชั่นไอส์แลนด์,Bangkok,29475270,32565350.0,1762.0,6369.0,18482.037457434733,0.0085130533484676
744,,ฮองมิน เซ็นทรัลปิ่นเกล้า,Bangkok,28849688,51699550.0,4312.0,12987.0,11989.691558441558,0.0023191094619666
745,,ฮองมิน เมกาบางนา,Bangkok,21051435,46974700.0,2232.0,7760.0,21046.012544802867,0.0089605734767025
746,,ฮองมิน เดอะพาซิโอกาญจนาภิเษก,Bangkok,21113884,90475250.0,4719.0,17150.0,19172.54714981988,0.0072049162958253
753,Boon Tong Kee Sukhumvit 49,บุญตงกี่ สุขุมวิท 49,Phrom Phong,20739965,11311510.0,1044.0,2782.0,10834.77969348659,0.0201149425287356
763,Cantina Wine Bar & Italian Kitchen,แคนทีนา ไวน์บาร์ แอนด์ อิตาเลียน คิทเช่น,Ari,20385114,903240.0,24.0,63.0,37635.0,0.0
781,Miche Boulangerie and Coffee Bar,มิเช่ บูลางเจอรี่ แอนด์ คอฟฟี่ บาร์,Thonglor,941916629,1174920.0,295.0,621.0,3982.779661016949,0.0
783,THINK Cafe @ The BLOC,ธิงค์ คาเฟ่ @เดอะบล็อก,Taling Chan,865558789,644500.0,31.0,73.0,20790.322580645163,0.0
788,,โตไก เจแปนนิสเรสเตอรอง ประสานมิตร,Bangkok,632526770,23080422.0,1518.0,3283.0,15204.494071146246,0.0006587615283267
790,Barsu at Sheraton Grande Sukhumvit,บาร์สุ เชอราตัน แกรนด์ สุขุมวิท,Bangkok,26498359,2394292.0,92.0,290.0,26024.91304347826,0.0
793,,โตไก เจแปนนิสเรสเตอรอง เทพารักษ์,Bangkok,624025264,2506856.0,60.0,251.0,41780.93333333333,0.05
799,,โตไก เจแปนนิสเรสเตอรอง เอสพลานาดรัชดา,Bangkok,632526187,41002566.0,1116.0,4440.0,36740.65053763441,0.0053763440860215
800,,โตไก เจแปนนิสเรสเตอรอง เดอะเซอร์เคิลราชพฤกษ์,Bangkok,632526609,29794992.0,946.0,3710.0,31495.763213530656,0.0021141649048625
801,,โตไก เจแปนนิสเรสเตอรอง เทอมินอล 21 อโศก,Bangkok,933252604,14704252.0,389.0,1499.0,37800.13367609255,0.0025706940874035
802,,โตไก เจแปนนิสเรสเตอรอง เดอะพรอมานาด,Bangkok,971258561,18907866.0,784.0,2101.0,24117.17602040816,0.0114795918367346
803,,โตไก เจแปนนิสเรสเตอรอง เมกาบางนา,Bangkok,971263523,46849684.0,1126.0,4433.0,41607.17939609236,0.0044404973357015
808,,เมดินี่ เดอะ คอนทิเน้นท์,Bangkok,6626867000,259743900.0,9057.0,31737.0,28678.800927459422,0.0029811195760185
816,,รสดีเด็ด เดอะ สเต็กเฮ้าส์,Bangkok,822208869,28926600.0,1656.0,3976.0,17467.753623188404,0.0259661835748792
828,The Eatery at Four Points by Sheraton Bangkok Sukhumvit 15,ดิ อีทเทอรี่ โรงแรมโฟร์พอยท์ส บาย เชอราตัน สุขุทวิท 15,Nana,23093000,4097316.0,449.0,950.0,9125.425389755012,0.0623608017817371
835,Red Oven SO/ Bangkok,เร้ด โอเว่น โรงแรมโซ แบงคอก,Rama 4,26240000,760017703.2,7536.0,56423.0,100851.60605095542,0.0051751592356687
837,Copper Beyond Buffet The Sense Pinklao (Hungry Hub),Copper Beyond Buffet The Sense Pinklao (Hungry Hub),Pinklao,922811818,17670523726.71,366020.0,1210522.0,48277.481358149824,0.0003005300256816
843,Seafresh Riverside Buffet,ซีเฟรช ริเวอร์ไซด์ บุฟเฟ่ต์,Rama 3,863265205,35483706.0,768.0,2478.0,46202.7421875,0.0143229166666666
863,PAUL Bakery CentralWorld,พอล เบเกอรี่ เซ็นทรัลเวิลด์,Siam,26461413,21790140.0,1873.0,4208.0,11633.817405232248,0.0042712226374799
864,,พอล เบเกอรี่ เซ็นทรัลเอ็มบาสซี่,Bangkok,20015160,15641100.0,1014.0,2881.0,15425.147928994083,0.004930966469428
865,,พอล เบเกอรี่ เมกาบางนา,Bangkok,21052250,34573040.0,2299.0,6362.0,15038.294910830797,0.001739886907351
873,,ไพร์ม โรงแรมสกายวิว,Bangkok,20111117,89041340.0,2780.0,8688.0,32029.25899280576,0.0161870503597122
875,"Bistro M at Marriott Executive Apartments Sukhumvit Park, Bangkok","Bistro M at Marriott Executive Apartments Sukhumvit Park, Bangkok",Phrom Phong,23025265,12819950.0,549.0,1552.0,23351.457194899816,0.0273224043715847
894,Romsai Banyan Tree Hotel,ร่มไทร บันยันทรี โฮเทล,Rajdamri,26791200,1207410200.0,23826.0,75344.0,50676.16049693612,0.0085620750440695
895,,แคร็บ แอนด์ คลอว์ สยามพารากอน,Bangkok,26109713,276860.0,13.0,33.0,21296.92307692308,0.0
898,,ชาบูเดอแบร์ แอมพาร์ค จุฬา,Bangkok,02-214-4227,21980.0,1.0,2.0,21980.0,0.0
901,Brasserie 9,แบรสเซอรี่ ไนน์,Silom,22342588,7202160.0,95.0,228.0,75812.21052631579,0.0
902,The Berkeley Dining Room,เดอะ เบอร์เคลีย์ ไดนิ่งรูม,Pratunaam,915454387,83651940.0,2830.0,7202.0,29558.989399293285,0.0176678445229682
911,Kisso at The Westin Grande Sukhumvit,คิสโสะ @ เดอะเวสทิน แกรนด์ สุขุมวิท,Asok,800729430,35818696.0,664.0,1973.0,53943.81927710844,0.0135542168674698
915,Neta Grill Seacon Square Srinagarindra,เนตะ กริว ซีคอนสแควร์ ศรีนครินทร์,Srinakarin,816315642,37612438.0,1265.0,3656.0,29733.15256916996,0.025296442687747
923,Boon Tong Kee The Up Rama 3,บุญตงกี่ ดิอัพพระราม 3,Sathu Pradit,21194515,184255640.0,14869.0,50226.0,12391.932207949423,0.0041697491425112
924,TORA Yakiniku x Café The City Connect ,โทระ ยากินิกุ เอ็กซ์ คาเฟ่ เดอะ ซิตี้ คอนเนค,Tha Phra,909862996,15236076.0,197.0,666.0,77340.48730964467,0.0
928,The Mulberry Chinese Cuisine The Berkeley Hotel,เดอะ มัลเบอร์รี่ ไชนีส คูซีน เดอะ เบอร์เคลีย์ โฮเต็ล,Chidlom,23099999,83974590.0,2564.0,9264.0,32751.40015600624,0.0109204368174727
933,,Copper Beyond Buffet The Sense Pinklao,Bangkok,922811818,830779001.27,16964.0,54662.0,48973.06067377976,0.0004715868898844
945,Crave (Aloft Bangkok - Sukhumvit 11),เครฟ (โรงแรมอลอฟท์ กรุงเทพ - สุขุมวิท 11),Nana,22077000,18819696.0,766.0,2404.0,24568.79373368146,0.04177545691906
949,Amaya Food Gallery Amari Bangkok,อมาญา ฟู้ด แกลอรี่ โรงแรม อมารี กรุงเทพ,Pratunaam,26539000,93016140.0,2752.0,8849.0,33799.46947674418,0.0119912790697674
955,Krua Nai Noi Seafood,ครัวนายน้อย ซีฟู๊ด,Ngamwongwan,993907111,12023160.0,583.0,2065.0,20622.915951972554,0.0240137221269296
979,,ไฮโซ รูฟท็อป บาร์ @ โรงเเรม โซ เเบงคอก,Bangkok,26240000,26398200.0,908.0,2072.0,29072.907488986784,0.039647577092511
982,Prince Cafe at Prince Palace Hotel Bangkok,ปรินซ์คาเฟ่ โรงแรมปรินซ์พาเลซ กรุงเทพ,Rama 4,26281111,74742984.0,4840.0,15990.0,15442.765289256198,0.0175619834710743
984,China Palace at Prince Palace Hotel Bangkok,ไชน่าพาเลซ โรงแรมปรินซ์พาเลซ กรุงเทพ,Bangkok,892311511,73322928.0,2071.0,8281.0,35404.60067600193,0.0096571704490584
997,Cafe Claire by Oriental Residence,คาเฟ่แคลร์,Ploenchit,21259000,37925440.0,1500.0,4285.0,25283.626666666667,0.0106666666666666
1000,Neta Grill Central Rama 2,เนตะ กริว เซ็นทรัลพระราม 2,Bangkok,816315646,14287145.0,542.0,1601.0,26360.046125461253,0.011070110701107
1003,Greenhouse Restaurant Avani Sukhumvit Bangkok,กรีนเฮ้าส์ โรงแรมอวานีสุขุมวิท,Phra Khanong,20797555,101667800.4,2937.0,11267.0,34616.20715015322,0.0177051413006469
1006,,เรือนเพชรสุกี้ เซ็นทรัลบางนา,Bangkok,909911340,95301670.0,8156.0,22342.0,11684.85409514468,0.0247670426679744
1007,Ruen Petch Suki Nonthaburi Bypass Road,เรือนเพชรสุกี้ ถนนเลี่ยงเมืองนนทบุรี (รัตนาธิเบศร์),Rattanathibet,957346800,54566290.0,4589.0,13042.0,11890.671170189584,0.0139463935497929
1008,,ทะเล อารีย์,Bangkok,830126880,1606100.0,117.0,411.0,13727.350427350428,0.0
1016,,เลเทส เรซิพี แอนด์ เท็มโพ บาร์ แมสสานิน โรงแรมเลอ เมอริเดียน กรุงเทพ,Bangkok,22328888,100178710.0,11317.0,11805.0,8852.055315012813,8.836264027569144e-05
1023,The Emperor Montien Riverside Hotel,ดิ เอมเพอเรอร์ โรงแรม มณเฑียร ริเวอร์ไซด์,Rama 3,22922999,38531280.0,1276.0,4648.0,30196.92789968652,0.0634796238244514
1039,KBBQ Sukhumvit ,เคบีบีคิว สุขุมวิท,Asok,967711000,90020230.0,5459.0,20816.0,16490.241802527937,0.0490932405202418
1056,,ฟลาเมงโก สกาย บาร์ เอ็มควอเทียร์,Bangkok,838166969,6740232.0,169.0,549.0,39883.02958579882,0.0118343195266272
1058,,ชาบู สตรีท อุดมสุข ซอย 16,Bangkok,998820579,304590.0,32.0,71.0,9518.4375,0.0
1063,Boon Tong Kee Central Eastville,บุญตงกี่ เซ็นทรัล เฟสติวัล อีสต์วิลล์,Chokchai 4,21025209,21049500.0,2132.0,5909.0,9873.12382739212,0.0276735459662288
1065,Brewski Rooftop Sports Bar Radisson Blu Plaza Bangkok (Indoor),บรูสกี้ สปอร์ต บาร์ เรดิสัน บลู พลาซ่า กรุงเทพฯ,Phrom Phong,23023333,7480900.0,529.0,1341.0,14141.587901701325,0.1512287334593572
1069,27 Bites Brasserie at Radisson Blu Plaza Bangkok,ทเวนตี้ เซเว่น ไบทส์ เรดิสัน บลู พลาซ่า บางกอก,Phrom Phong,23023333,18738500.0,572.0,1896.0,32759.615384615383,0.0122377622377622
1075,Jaw Nuea Chokchai 4,จ้าวเนื้อ โชคชัย 4,Chokchai 4,834282362,1466820.0,90.0,185.0,16298.0,0.0
1142,,1826 มิกซ์โซโลจี แอนด์ รูฟท็อปบาร์ โรงแรมแรมแบรนดท์,Bangkok,22617100,6441443.9,183.0,470.0,35199.14699453552,0.0054644808743169
1146,Yao Rooftop Bar Bangkok Marriott Hotel The Surawongse,เย่า รูฟท็อป บาร์ แบงค็อก แมริออท สุรวงศ์,Silom,20885666,9703500.0,367.0,826.0,26440.05449591281,0.0490463215258855
1153,The Kitchen Table (Buffet) at W Bangkok Hotel ,The Kitchen Table (Buffet) at W Bangkok Hotel,Silom,23444210,120722076.0,6693.0,24061.0,18037.06499327656,0.0094128193635141
1157,Assembly Point Thonglor @ One One Hotel Bkk,อะเซมบลี พอยต์,Thonglor,922848717,22354776.0,746.0,2413.0,29966.187667560323,0.0268096514745308
1159,Blue Sky Rooftop Bar Centara Grand at Central Plaza Ladprao,บลูสกาย รูฟท็อป บาร์ แอนด์ ไดนิ่ง เซ็นทาราแกรนด์ เซ็นทรัลลาดพร้าว,Ladprao,25411234,168776430.0,5437.0,11572.0,31042.19790325547,0.0066212985102078
1167,,โคเอ็น พรีเมี่ยม บุฟเฟ่ต์ I'm Park จุฬา,Bangkok,824457777,5216350.0,150.0,560.0,34775.666666666664,0.04
1168,,โคเอ็น พรีเมี่ยม บุฟเฟ่ต์ เสนา เฟสท์,Bangkok,629464777,8081150.0,298.0,868.0,27117.953020134228,0.0570469798657718
1170,,โคเอ็น พรีเมี่ยม บุฟเฟ่ต์ เดอะ ไบรท์ พระราม 2,Bangkok,846657777,14841180.0,657.0,1516.0,22589.31506849315,0.0167427701674277
1171,,โคเอ็น พรีเมี่ยม บุฟเฟ่ต์ เดอะวอล์ค เกษตร-นวมินทร์,Bangkok,628285777,8827420.0,321.0,890.0,27499.7507788162,0.0404984423676012
1178,Mexicano Restaurante Autentico,เม็กซิกาโน่ เรสตัวรองเต้ ออเธนติโก,Ekkamai,625980302,12595024.0,533.0,1469.0,23630.439024390245,0.0168855534709193
1181,Saffron Cruise by Banyan Tree,แซฟฟรอน ครูซ บันยันทรี,Charoen Nakorn,26791200,676916280.0,6549.0,19700.0,103361.77737059092,0.0013742556115437
1184,Earw Thai Suki Boran The Crystal SB Ratchapruek,เอี่ยวไถ่ สุกี้โบราณ เดอะคริสตัลเอสบี ราชพฤกษ์,Ratchaphruek,21025789,49335000.0,2511.0,7942.0,19647.550776583037,0.016726403823178
1189,,ซอส บาย เชฟ หว่อง,Bangkok,969459946,172530.0,8.0,27.0,21566.25,0.0
1192,Man Ho Chinese Restaurant at JW Marriott Hotel,มาน โฮ โรงแรมเจดับบลิว แมริออท กรุงเทพฯ,Nana,26567700,28025090.0,999.0,3304.0,28053.143143143145,0.027027027027027
1198,Red Sky Rooftop & Bar 56th Floor,เรดสกายบาร์ ชั้น 56,Bangkok,21006255,186245800.0,9582.0,20535.0,19437.048632853268,0.0193070340221248
1220,,บ้านและเกสร,Bangkok,622085955,2101995.0,68.0,315.0,30911.691176470587,0.0441176470588235
1235,You&I Premium Suki Buffet Mega Bangna,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เมกาบางนา,Bangkok,21051962,30154676.0,1709.0,4784.0,17644.6319485079,0.0169689877121123
1236,You&I Premium Suki Buffet Central Westgate,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เซ็นทรัลเวสต์เกต,Nonthaburi,626025544,9317444.0,671.0,1508.0,13885.907600596123,0.0
1238,You&I Premium Suki Buffet Central Eastville,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เซ็นทรัลอีสวิลล์,Kaset Nawamin,625946644,18259546.0,1138.0,2894.0,16045.29525483304,0.0008787346221441
1239,You&I Premium Suki Buffet Zpell Future Park Rangsit ,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ สเปลล์ฟิวเจอร์พาร์ค รังสิต,Rangsit,985623666,15650736.0,1048.0,2567.0,14933.908396946565,0.0009541984732824
1242,Earw Thai Suki Boran Central Plaza Rama 3,เอี่ยวไถ่ สุกี้โบราณ เซ็นทรัล พระราม 3,Bangkok,633933646,10937030.0,501.0,1432.0,21830.399201596807,0.0059880239520958
1243,,เอี่ยวไถ่ สุกี้โบราณ เซ็นทรัลเวิลด์,Bangkok,633933651,22535650.0,1112.0,2616.0,20265.872302158277,0.0053956834532374
1244,Earw Thai Suki Boran Central Plaza WestGate,เอี่ยวไถ่ สุกี้โบราณ เซ็นทรัล พลาซ่า เวสต์เกต,Bangkok,633933650,7693190.0,365.0,1039.0,21077.23287671233,0.0054794520547945
1245,,เอี่ยวไถ่ สุกี้โบราณ เมกาบางนา,Bangkok,633933654,26019970.0,1090.0,5695.0,23871.532110091743,0.0
1246,Earw Thai Suki Boran Seacon Square Srinagarindra,เอี่ยวไถ่ สุกี้โบราณ ซีคอนสแควร์ ศรีนครินทร์,On Nut,633933642,10033940.0,612.0,1435.0,16395.32679738562,0.0065359477124183
1259,Earw Thai Suki Boran K Village,เอี่ยวไถ่ สุกี้โบราณ เค วิลเลจ,Thonglor,633933643,5012630.0,196.0,686.0,25574.64285714286,0.0
1296,Chowpati Indian Street Food Bangkok,ชาวพาติ อินเดียน สตรีทฟู้ด,Nana,802215491,5660210.0,296.0,793.0,19122.33108108108,0.0236486486486486
1318,,ซูกุ ซูกุ ซูชิ,Bangkok,650825456,1045110.0,60.0,153.0,17418.5,0.0
1336,You&I Premium Suki Buffet Samyan Mitrtown,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ สามย่านมิตรทาวน์,Sam Yan,29539399,28592748.0,1756.0,4841.0,16282.8861047836,0.0022779043280182
1337,You&I Premium Suki Buffet The Nine Center,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เดอะไนน์เซ็นเตอร์พระราม 9,Phatthanakan,20567832,14408292.0,1012.0,2443.0,14237.442687747036,0.025691699604743
1350,VANIDA Bangkok,วนิดาแบงค็อก,Charoen Krung,828266696,11542686.0,554.0,1433.0,20835.173285198554,0.0018050541516245
1352,,Hungry Hub Test Malaysia,Bangkok,839163158,13286334.4,685.0,2245.0,19396.108613138687,0.002919708029197
1353,Kuang Seafood Ratchada,กวง ซีฟู๊ด รัชดา,Ratchada,26453939,197454564.0,6606.0,16304.0,29890.18528610354,0.0110505600968816
1361,,Restaurant DEMO,Bangkok,819391600,4570550.0,112.0,220.0,40808.482142857145,0.0089285714285714
1363,,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ แฟชั่นไอส์แลนด์,Bangkok,25087275,24365390.0,1674.0,4025.0,14555.191158900836,0.0
1364,You&I Premium Suki Buffet The Mall Bangkae,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เดอะมอลล์บางแค,Bangkok,24549696,5897972.0,418.0,1102.0,14109.98086124402,0.0
1365,You&I Premium Suki Buffet The EmQuartier,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เอ็มควอเทียร์,Phrom Phong,25087275,82687014.0,3351.0,13235.0,24675.32497761862,0.0053715308863025
1382,,คิงคอง ยากินิกุ บุฟเฟ่ต์ เอกมัย,Bangkok,23915674,156323500.0,6802.0,27746.0,22981.990591002646,0.0107321376065862
1383,,คิงคอง ยากินิกุ บุฟเฟ่ต์ สายไหม,Bangkok,21155553,20385570.0,1202.0,3661.0,16959.70881863561,0.0249584026622296
1384,,คิงคอง ยากินิกุ บุฟเฟ่ต์ ยูไนเต็ด ทาวเวอร์ สีลม,Bangkok,22381877,97974900.0,5041.0,17233.0,19435.60801428288,0.0146796270581233
1401,,บัดส์ไอศกรีม สาธุประดิษฐ์ ซอย 6,Bangkok,863997483,85500.0,9.0,9.0,9500.0,0.0
1410,You&I Premium Suki Buffet The Crystal Ratchapruek,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เดอะคริสตัลราชพฤกษ์,Ratchaphruek,21022822,5917702.0,445.0,945.0,13298.206741573034,0.0022471910112359
1411,,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ เดอะวอล์คเกษตรนวมินทร์,Bangkok,21194501,5477932.0,310.0,629.0,17670.748387096774,0.0
1420,,Demo Premium Reservation,Bangkok,982654660,2500.0,1.0,1.0,2500.0,1.0
1421,,Copper Beyond Booking Special Package,Bangkok,922811818,35839300.23,570.0,2201.0,62875.965315789465,0.0017543859649122
1422,Oaker Steak,โอ๊คเกอร์ สเต็ก,Tha Phra,865595662,1477932.0,122.0,531.0,12114.196721311477,0.0
1433,The Seafood Cafe & Restaurant,เดอะ ซีฟู้ด คาเฟ่ แอนด์ เรสเตอรองท์,Bangkok,934232999,407343280.0,11135.0,33672.0,36582.24337674001,0.0176919622810956
1448,,ไคเชน คาเฟ่ (เกษตรนวมินทร์),Bangkok,886329235,9480180.0,524.0,2315.0,18091.946564885497,0.0038167938931297
1456,test,เทส,Bangkok,66990949876,0.0,0.0,0.0,,
1457,The House of Smooth Curry - The Athenee Hotel,เดอะ เฮาส์ ออฟ สมูท เคอร์รี่ - โรงแรม ดิ แอทธินี,Chidlom,947838565,15529836.0,477.0,1467.0,32557.30817610063,0.020964360587002
1458,The Silk Road - The Athenee Hotel,เดอะซิลค์ โร้ด @ โรงแรม ดิ แอทธินี,Ploenchit,26508800,78141484.0,1439.0,6209.0,54302.62960389159,0.0034746351633078
1459,,การ์เน่,Bangkok,660692288,1351860.0,67.0,158.0,20177.014925373136,0.0
1483,Praya Kitchen Bangkok Marriott Hotel The Surawongse,พระยา คิทเช่น แบงค็อกแมริออท เดอะ สุรวงศ์,Silom,20885666,54997440.0,1095.0,4953.0,50225.97260273973,0.021917808219178
1487,Benares Modern Indian Cuisine Bangkok,เบนาเรส โมเดิร์น อินเดียน คูซีน แบงค็อก,Bangkok,802215491,5432860.0,165.0,423.0,32926.42424242424,0.0424242424242424
1538,Thara Thong Royal Orchid Sheraton,ธาราทอง โรงแรม รอยัล ออคิด เชอราตัน,Charoen Krung,22660123,68684384.0,3218.0,13795.0,21343.811062771907,0.0124300807955251
1545,Paii at The House on Sathorn,พาย @ เดอะเฮาส์ออนสาทร,Silom,979866989,180342220.0,3952.0,9253.0,45633.1528340081,0.0017712550607287
1546,,ออร์ก้า เบเกอร์ แอนด์ บุชเชอร์ ลาซาลอเวนิว,Bangkok,21811771,59741120.0,3997.0,8721.0,14946.48986740055,0.0047535651738804
1552,,ดิ แอลเลียม แบงค็อก @ ดิ แอทธินี โฮเทล แบงค็อก,Bangkok,970780315,19090396.0,377.0,1159.0,50637.65517241379,0.0079575596816976
1559,Zest Bar & Terrace @ The Westin Grande Sukhumvit,เซสท์ บาร์ แอนด์ เทอเรส @ เดอะเวสทิน แกรนด์ สุขุมวิท,Asok,085-199-4557,967864.0,62.0,136.0,15610.709677419354,0.0161290322580645
1560,La Tavola Renaissance Bangkok,ลา ทาโวล่า โรงแรมเรเนซองซ์ กรุงเทพฯ,Chidlom,805211253,4437952.0,197.0,531.0,22527.675126903552,0.0304568527918781
1561,The Bakery at The Athenee Hotel,เดอะ เบเกอรี่ @ ดิ แอทธินี โฮเทล,Ploenchit,6.61E+11,14310800.0,1707.0,3647.0,8383.596953719976,0.0052724077328646
1572,,Vela Rooftop Sanampao,Bangkok,924254429,61903550.0,2733.0,5744.0,22650.402488108302,0.0117087449688986
1573,,เดอะ คอกเคิล ซีฟู้ด,Bangkok,619951997,243390.0,22.0,61.0,11063.181818181818,0.0
1579,SEEN Rooftop Avani Riverside,ซีน เรสเตอรอง แอนด์ บาร์,Thonburi,24319492,73871950.0,1436.0,3578.0,51442.86211699165,0.0250696378830083
1582,Benihana at Riverside Plaza,เบนิฮานา ริเวอร์ไซด์ พลาซ่า,Charoen Nakorn,655198408,84388560.0,1596.0,5198.0,52875.03759398496,0.0119047619047619
1584,,มโนราห์ ครุยส์,Bangkok,657260472,4145410.0,48.0,131.0,86362.70833333333,0.0
1594,Flavors at Renaissance Bangkok,เฟลเวอร์ส โรงแรมเรเนซองส์ กรุงเทพฯ,Chidlom,21255000,168294360.0,4864.0,18468.0,34599.99177631579,0.0337171052631578
1604,,Beach Grill at Le Meridien Khao Lak Resort & Spa (พังงา),Bangkok,950202368,63200.0,4.0,8.0,15800.0,0.0
1613,Moom Muum Park Terminal 21 Asok,มูมมาม พาร์ค เทอมินอล 21 อโศก,Bangkok,866101343,5340070.0,242.0,825.0,22066.404958677685,0.0206611570247933
1617,,เอบาร์ รูฟท็อป แบงค็อก แมริออท มาร์คีส์ ควีนส์ ปาร์ค,Bangkok,20595999,19184.0,1.0,2.0,19184.0,0.0
