restaurant_id,restaurant_name_en,gmaps_rating,gmaps_reviews,tiktok_views,tiktok_likes,tiktok_shares,facebook_likes,wongnai_rating,wongnai_reviews
1666.0,The Coffee Club Singha Complex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667.0,The Coffee Club Wireless Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671.0,The Coffee Club Maitria Hotel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672.0,Huagu Chinese Cuisine (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673.0,SOSHI So/ Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1678.0,Sea Salt Lounge & Grill (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682.0,The Coffee Club Chatrium Sathorn Narathiwas 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683.0,The Coffee Club Mode Sathorn BTS Surasak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684.0,The Coffee Club River City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685.0,The Coffee Club Holiday Inn Express Sathorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686.0,The Coffee Club Tha Maharaj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1689.0,Versailles Palace Charansanitwong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690.0,Naughty Nuri's Chao Fah (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691.0,Living Room at Park Hyatt Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703.0,Haoma Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704.0,Sunday Brunch at Anantara Siam Bangkok Hotel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706.0,Shintaro at Anantara Siam Hotel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707.0,The Lobby Lounge at Anantara Siam Hotel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709.0,Somtum Yum Pao (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713.0,Sushi Den Central Eastville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716.0,Nomimono Izakaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722.0,Baan Khanitha and Gallery Sathorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723.0,Baan Khanitha The Heritage ICONSIAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725.0,Laimai Courtyard Restaurant and Bar (Baan Laimai Hotel Phuket Patong),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727.0,Spice & Barley Anantara Riverside Bangkok Resort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1728.0,Albricias at Chatrium Residence Sathorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1733.0,Banyan Tree Bangkok Staycation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734.0,CHAR Rooftop Bar at Indigo Hotel Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736.0,Rim Talay @ Amari Patong (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739.0,Pint Factory at Limelight Avenue (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
